Label	Weight	Text
l_OnAssistant-prenotazione	1,043478	voglio rimuovere una prenotazione
l_OnAssistant-prenotazione	1,043478	gestire i miei appuntamenti
l_OnAssistant-prenotazione	1,043478	vedere appuntamenti
l_OnAssistant-prenotazione	1,043478	come posso prenotare gli appuntamenti?
l_OnAssistant-prenotazione	1,043478	prenota un appuntamento
l_OnAssistant-prenotazione	1,043478	prenota una prenotazione
l_OnAssistant-prenotazione	1,043478	salve vorrei prenotare un appuntamento
l_OnAssistant-prenotazione	1,043478	prenota un nuovo appuntamento
l_OnAssistant-prenotazione	1,043478	gestire le mie prenotazioni
l_OnAssistant-prenotazione	1,043478	prenotami un appuntamento
l_OnAssistant-prenotazione	1,043478	appuntamento
l_OnAssistant-prenotazione	1,043478	posso cancellare un appuntamento?
l_OnAssistant-prenotazione	1,043478	prenota appuntamento
l_OnAssistant-prenotazione	1,043478	vorrei modificare
l_OnAssistant-prenotazione	1,043478	eseguire una nuova prenotazione
l_OnAssistant-prenotazione	1,043478	è possibile fermare una prenotazione?
l_OnAssistant-prenotazione	1,043478	prenotare un nuovo appuntamento
l_OnAssistant-prenotazione	1,043478	prenota una nuova prenotazione
l_OnAssistant-prenotazione	1,043478	vorrei eliminare un appuntamento grazie
l_OnAssistant-prenotazione	1,043478	spostare appuntamento
l_OnAssistant-prenotazione	1,043478	prenotare nuovo
l_OnAssistant-prenotazione	1,043478	nuovo appuntamento
l_OnAssistant-prenotazione	1,043478	gestione appuntamento
l_OnAssistant-refertazione	1,846154	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	1,846154	visualizzare i miei referti
l_OnAssistant-refertazione	1,846154	mostrare i referti
l_OnAssistant-refertazione	1,846154	referti
l_OnAssistant-refertazione	1,846154	come posso vedere i referti medici?
l_OnAssistant-refertazione	1,846154	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	1,846154	visualizzare i miei referti
l_OnAssistant-refertazione	1,846154	mostrare i referti
l_OnAssistant-refertazione	1,846154	referti
l_OnAssistant-refertazione	1,846154	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	1,846154	visualizzare i miei referti
l_OnAssistant-refertazione	1,846154	mostrare i referti
l_OnAssistant-refertazione	1,846154	referti
None	1	è possibile prenotare una camera per un albergo?
None	1	consigliami una canzone
None	1	com'è il tempo oggi
None	1	canzone
None	1	prenotami un volo
None	1	film
None	2	risultato partite di calcio
None	1	che ore sono?
None	1	pasta
None	1	tempo
None	1	hotel
None	2	quanti anni hai?
None	2	riservare una camera
None	1	vorrei prenotare un hotel
None	1	vorrei ordinare una pizza
None	1	pizza
None	1	che film danno al cinema?
None	1	aereo
None	2	fermare un volo
None	1	che giorno è oggi?
