Label	Weight	Text
l_OnAssistant-prenotazione	1,043478	voglio rimuovere una prenotazione
l_OnAssistant-prenotazione	1,043478	gestire i miei appuntamenti
l_OnAssistant-prenotazione	1,043478	vedere appuntamenti
l_OnAssistant-prenotazione	1,043478	come posso prenotare gli appuntamenti?
l_OnAssistant-prenotazione	1,043478	prenota un appuntamento
l_OnAssistant-prenotazione	1,043478	prenota una prenotazione
l_OnAssistant-prenotazione	1,043478	salve vorrei prenotare un appuntamento
l_OnAssistant-prenotazione	1,043478	prenota un nuovo appuntamento
l_OnAssistant-prenotazione	1,043478	gestire le mie prenotazioni
l_OnAssistant-prenotazione	1,043478	prenotami un appuntamento
l_OnAssistant-prenotazione	1,043478	appuntamento
l_OnAssistant-prenotazione	1,043478	posso cancellare un appuntamento?
l_OnAssistant-prenotazione	1,043478	vorrei eliminare un appuntamento grazie
l_OnAssistant-prenotazione	1,043478	spostare appuntamento
l_OnAssistant-prenotazione	1,043478	prenotare nuovo
l_OnAssistant-prenotazione	1,043478	nuovo appuntamento
l_OnAssistant-prenotazione	1,043478	gestione appuntamento
l_OnAssistant-prenotazione	1,043478	cancellare una prenotazione
l_OnAssistant-prenotazione	1,043478	gestire appuntamenti
l_OnAssistant-prenotazione	1,043478	vorrei gestire le mie prenotazioni grazie
l_OnAssistant-prenotazione	1,043478	cambiare un appuntamento
l_OnAssistant-prenotazione	1,043478	cancella un appuntamento
l_OnAssistant-prenotazione	1,043478	vorrei rimandare un appuntamento grazie
l_OnAssistant-refertazione	2,181818	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	2,181818	visualizzare i miei referti
l_OnAssistant-refertazione	2,181818	referti
l_OnAssistant-refertazione	2,181818	vorrei vedere i miei referti
l_OnAssistant-refertazione	2,181818	come posso vedere i referti medici?
l_OnAssistant-refertazione	2,181818	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	2,181818	visualizzare i miei referti
l_OnAssistant-refertazione	2,181818	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	2,181818	visualizzare i miei referti
l_OnAssistant-refertazione	2,181818	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	2,181818	visualizzare i miei referti
None	1	è possibile prenotare una camera per un albergo?
None	1	consigliami una canzone
None	1	com'è il tempo oggi
None	1	canzone
None	1	prenotami un volo
None	1	film
None	2	risultato partite di calcio
None	1	che ore sono?
None	1	pasta
None	1	tempo
None	1	pizza
None	1	che film danno al cinema?
None	1	aereo
None	2	fermare un volo
None	1	che giorno è oggi?
None	1	quali film ci sono al cinema?
None	2	raccontami una barzelletta
None	1	albergo
None	2	ordinare del cibo
None	1	voglio un piatto di pasta
