Label	Weight	Text
l_OnAssistant-prenotazione	1	posso cancellare un appuntamento?
l_OnAssistant-prenotazione	1	cancella un appuntamento
l_OnAssistant-prenotazione	1	da giovedi fino alla domenica
l_OnAssistant-prenotazione	1	cambiare un appuntamento
l_OnAssistant-prenotazione	1	vorrei eliminare un appuntamento grazie
l_OnAssistant-prenotazione	1	disponibilità tra il giovedì e la domenica di pomeriggio
l_OnAssistant-prenotazione	1	preferirei al pomeriggio
l_OnAssistant-prenotazione	1	disponibilità che vanno dal sabato al martedì
l_OnAssistant-prenotazione	1	salve vorrei prenotare un appuntamento
l_OnAssistant-prenotazione	1	il martedi, mercoledi, venerdi e il sabato
l_OnAssistant-prenotazione	1	mercoledi
l_OnAssistant-prenotazione	1	vorrei modificare
l_OnAssistant-prenotazione	1	preferisco dal lunedì al giovedi
l_OnAssistant-prenotazione	1	prenota appuntamento
l_OnAssistant-prenotazione	1	prenotare un nuovo appuntamento
l_OnAssistant-prenotazione	1	gestire i miei appuntamenti
l_OnAssistant-prenotazione	1	gestire le mie prenotazioni
l_OnAssistant-prenotazione	1	è possibile fermare una prenotazione?
l_OnAssistant-prenotazione	1	spostare appuntamento
l_OnAssistant-prenotazione	1	vorrei rimandare un appuntamento grazie
l_OnAssistant-prenotazione	1	da martedi fino sabato
l_OnAssistant-prenotazione	1	eseguire una nuova prenotazione
l_OnAssistant-prenotazione	1	prenota una nuova prenotazione
l_OnAssistant-prenotazione	1	vedere appuntamenti
l_OnAssistant-prenotazione	1	gestione appuntamento
l_OnAssistant-prenotazione	1	come posso prenotare gli appuntamenti?
l_OnAssistant-prenotazione	1	vorrei gestire le mie prenotazioni grazie
l_OnAssistant-prenotazione	1	gradisco la mattina
l_OnAssistant-prenotazione	1	a partire da martedi fino la domenica
l_OnAssistant-prenotazione	1	cancellare una prenotazione
l_OnAssistant-prenotazione	1	prenotami un appuntamento
l_OnAssistant-prenotazione	1	lunedì martedì mercoledì e anche la domenica
l_OnAssistant-prenotazione	1	prenotare nuovo
l_OnAssistant-prenotazione	1	il mercoledi giovedì e venerdi al pomeriggio
l_OnAssistant-prenotazione	1	nuovo appuntamento
l_OnAssistant-prenotazione	1	orario pomeridiano del lunedì
l_OnAssistant-prenotazione	1	appuntamento
l_OnAssistant-refertazione	3,363636	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	3,363636	mostrare i referti
l_OnAssistant-refertazione	3,363636	come posso vedere i referti medici?
l_OnAssistant-refertazione	3,363636	vorrei vedere i miei referti
l_OnAssistant-refertazione	3,363636	referti
l_OnAssistant-refertazione	3,363636	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	3,363636	mostrare i referti
l_OnAssistant-refertazione	3,363636	come posso vedere i referti medici?
l_OnAssistant-refertazione	3,363636	fammi vedere i miei referti perfavore
l_OnAssistant-refertazione	3,363636	mostrare i referti
l_OnAssistant-refertazione	3,363636	come posso vedere i referti medici?
None	1,423077	pizza
None	1,423077	tempo
None	1,423077	pasta
None	2,846154	fermare un volo
None	2,846154	raccontami una barzelletta
None	1,423077	voglio un piatto di pasta
None	1,423077	aereo
None	2,846154	riservare una camera
None	1,423077	prenotami un volo
None	1,423077	che ore sono?
None	1,423077	che giorno è oggi?
None	1,423077	quali film ci sono al cinema?
None	1,423077	hotel
None	1,423077	vorrei ordinare una pizza
None	2,846154	ordinare del cibo
None	1,423077	consigliami una canzone
None	2,846154	risultato partite di calcio
None	2,846154	quanti anni hai?
None	1,423077	film
None	1,423077	è possibile prenotare una camera per un albergo?
